mass_g,year,reclat,reclong,time_period,mass_kg
1500,1836,-5.2,-36.66667,1950 and older,1.5
93200,1981,-15.21222,35.24222,1981 to 1990,93.2
1995,1936,-28.83333,31.95,1950 and older,1.995
1000,1950,25.91667,86.36667,1950 and older,1
400,1935,-7.75,111.53333,1950 and older,0.4
400,1896,40.41667,-3.71667,1950 and older,0.4
600,1941,-26.16667,-49.93333,1950 and older,0.6
5000,1899,37.86667,27.51667,1950 and older,5
666.6,1990,-19.48333,31.65,1981 to 1990,0.6666
70500,2007,27.66667,95.78333,2001 to 2010,70.5
4629,2004,12.83333,9.38333,2001 to 2010,4.629
150,1933,32.21667,-104,1950 and older,0.15
2000,1970,9.5,31.75,1961 to 1970,2
470,1930,-3.13333,33.51667,1950 and older,0.47
807,1933,-29.45,26.76667,1950 and older,0.807
1000,1927,45.21667,62.08333,1950 and older,1
1700,1863,23.05,86.7,1950 and older,1.7
50,1843,20.96667,76.1,1950 and older,0.05
22300,1934,-17.65,31.6,1950 and older,22.3
3555,1951,45.81667,44.63333,1951 to 1960,3.555
4500,1948,34.23333,72.08333,1950 and older,4.5
340,1898,42.71667,-99.38333,1950 and older,0.34
25.81,2009,54.76183,11.46745,2001 to 2010,0.02581
3200,1941,4.66667,29.25,1950 and older,3.2
2500,1971,-22.25,-49.93333,1971 to 1980,2.5
28400,1847,41.9,-91.6,1950 and older,28.4
45000,1902,61.5,30.5,1950 and older,45
3000,1848,44.5,0.15,1950 and older,3
6000,2002,-14.2,48.1,2001 to 2010,6
1443,1983,35.8,-84.1,1981 to 1990,1.443
1000,1836,45.36667,1.86667,1950 and older,1
24.54,2010,0,0,2001 to 2010,0.02454
1600,1803,48.13333,12.61667,1950 and older,1.6
19000,1768,48.18333,13.13333,1950 and older,19
220,1801,-20,57,1950 and older,0.22
4850,1974,8.96667,12.08333,1971 to 1980,4.85
4000,1885,24.68333,-101.68333,1950 and older,4
4975,1942,-1.21667,30,1950 and older,4.975
150000,1992,1.06667,34.16667,1991 to 2000,150
31,1953,-27.25,-67.5,1951 to 1960,0.031
22,1861,29.01667,77.8,1950 and older,0.022
24750,1915,-6.23333,106.88333,1950 and older,24.75
10500,1862,53.18333,13.15,1950 and older,10.5
28.9,1903,46.81867,7.21817,1950 and older,0.0289
4000,1878,55.05,12.06667,1950 and older,4
6000,1945,0,37.66667,1950 and older,6
71400,1920,25.48333,81.98333,1950 and older,71.4
2405,1955,38.18333,15.56667,1951 to 1960,2.405
870,1897,50.58333,11.1,1950 and older,0.87
1300,1949,45.76667,3.25,1950 and older,1.3
22700,1852,46.5,25.73333,1950 and older,22.7
350,1827,25.9,83.61667,1950 and older,0.35
1100,1980,34.8,111.7,1971 to 1980,1.1
1600,1881,54.56667,-1.16667,1950 and older,1.6
3584,2010,42.9075,-90.36556,2001 to 2010,3.584
8000,1889,48.06667,30.96667,1950 and older,8
6380,1992,35.56833,133.22,1991 to 2000,6.38
224.2,1944,46.23333,17.53333,1950 and older,0.22419999999999998
10000,1842,46.18333,16.1,1950 and older,10
330000,1960,-26.45,120.36667,1951 to 1960,330
16700,1930,35.4,-92.05,1950 and older,16.7
1040,1632,35.07833,136.93333,1950 and older,1.04
42,1826,37.28333,14.7,1950 and older,0.042
5500,1952,32.33333,120.66667,1951 to 1960,5.5
550,1905,47.7,16.6,1950 and older,0.55
8510,1910,25.68333,83.25,1950 and older,8.51
5800,1890,56.66667,23,1950 and older,5.8
100.7,1898,61.73333,5.93333,1950 and older,0.1007
300000,1882,46.8,24.03333,1950 and older,300
35000,1905,38.5,-101.1,1950 and older,35
4500,1908,-39.63333,174.4,1950 and older,4.5
144000,1858,38.11667,-1.16667,1950 and older,144
150,1953,-31.25,26.46667,1951 to 1960,0.15
2587,1998,31.60833,-102.85833,1991 to 2000,2.587
8600,1849,35.25,-80.5,1950 and older,8.6
4885,1950,38.01667,-8.25,1950 and older,4.885
3130,1846,43.26667,13.35,1950 and older,3.13
149000,1923,43.39056,1.9625,1950 and older,149
500,1838,47.63333,1.58333,1950 and older,0.5
1880,1913,35.41667,-79.38333,1950 and older,1.88
3520,1810,52.45,-8.33333,1950 and older,3.52
8887.5,1930,-40.975,145.6,1950 and older,8.8875
70,1808,28.78333,78.83333,1950 and older,0.07
633,2000,49.6,18.53333,1991 to 2000,0.633
1300,1875,44.6,5.13333,1950 and older,1.3
3763,2006,59.43333,10.7,2001 to 2010,3.763
1500,1868,26.83333,77.33333,1950 and older,1.5
9150,1868,45.2,8.5,1950 and older,9.15
11300,1902,-29.8,141.7,1950 and older,11.3
110000,1991,18.7,4.8,1991 to 2000,110
17000,1637,44.08333,6.86667,1950 and older,17
1100,1944,-11.5,33.5,1950 and older,1.1
4400,1865,12.63333,77.01667,1950 and older,4.4
25.5,1795,9.33333,80.83333,1950 and older,0.0255
4703,1924,24.5,90.21667,1950 and older,4.703
100000,1969,-36.61667,145.2,1961 to 1970,100
12600,1950,36.6,-88.1,1950 and older,12.6
1245,1964,26.13333,85.53333,1961 to 1970,1.245
8165,1956,12,1,1951 to 1960,8.165
1810,1922,38.12167,140.06167,1950 and older,1.81
20,1875,26.98333,78.21667,1950 and older,0.02
6100,1895,49.16667,19.5,1950 and older,6.1
10000,1911,31.31667,30.35,1950 and older,10
23200,1923,13.73333,100.08333,1950 and older,23.2
4500,1886,12.28333,79.2,1950 and older,4.5
52900,1917,35.66667,103.5,1950 and older,52.9
7500,1825,38.41667,-77.16667,1950 and older,7.5
529,1984,32.11667,121.8,1981 to 1990,0.529
17000,1928,19.25,77,1950 and older,17
2700,1974,33.75,51.5,1971 to 1980,2.7
367.5,1928,-34.05,150.68889,1950 and older,0.3675
347,1936,-21.73333,165.9,1950 and older,0.347
105,1890,21.25,83.66667,1950 and older,0.105
420,1995,36.44917,136.46528,1991 to 2000,0.42
4500,1870,18.68333,83.48333,1950 and older,4.5
2450,1970,9.5,35.33333,1961 to 1970,2.45
10250,1864,56.5,21.5,1950 and older,10.25
6189,2002,47.525,10.80833,2001 to 2010,6.189
230000,1860,40,-81.76667,1950 and older,230
12000,1994,15.36667,35.68333,1991 to 2000,12
19256,2003,29.94718,-90.10976,2001 to 2010,19.256
1393,1883,-7.45,111.41667,1950 and older,1.393
37500,1900,13.85,-4.38333,1950 and older,37.5
3996,1935,52.45,78.63333,1950 and older,3.996
6000,1954,56.11667,37.33333,1951 to 1960,6
14250,1975,29.86667,121.48333,1971 to 1980,14.25
4610,1983,32.925,105.90667,1981 to 1990,4.61
467,1897,34.2,131.56667,1950 and older,0.467
17200,1912,-28.56667,30.7,1950 and older,17.2
2300,1823,44.08333,-69.48333,1950 and older,2.3
483.7,1991,40.08528,-86.055,1991 to 2000,0.48369999999999996
472,860,33.725,130.75,1950 and older,0.472
4000,1879,-32.36667,-59.83333,1950 and older,4
1050,1918,36.21667,-92.26667,1950 and older,1.05
1100000,1948,39.68333,-99.86667,1950 and older,1100
177,1971,45.29167,11.52722,1971 to 1980,0.177
1900,1886,54.81667,46,1950 and older,1.9
1001,1908,56,22,1950 and older,1.001
250,1933,42.91667,102.46667,1950 and older,0.25
50000,1978,24.3,-102.13333,1971 to 1980,50
5000,1851,41.63333,0.75,1950 and older,5
363,1925,43.33333,141.86667,1950 and older,0.363
737.6,1939,21.20833,94.91667,1950 and older,0.7376
1100,1914,47.55,22.025,1950 and older,1.1
500000,1887,57.78333,55.26667,1950 and older,500
1400,1927,52.28333,8.05,1950 and older,1.4
6000,1855,58.5,23,1950 and older,6
3750,1900,47.88333,22.03333,1950 and older,3.75
14360,1741,33.28333,130.2,1950 and older,14.36
16250,1857,46.06667,23.58333,1950 and older,16.25
7700,1963,6.75,8.5,1961 to 1970,7.7
5850,1926,38.18333,-5.4,1950 and older,5.85
194,1958,36.18333,139.21667,1951 to 1960,0.194
4742,1904,35.08333,135.2,1950 and older,4.742
12000,1834,50.83333,25.5,1950 and older,12
16570,1930,52.95,8.16667,1950 and older,16.57
150000,1924,38.71667,-7.06667,1950 and older,150
40000,1929,39.56667,-2.1,1950 and older,40
250000,1981,64.02,161.80833,1981 to 1990,250
14000,1864,43.88333,1.38333,1950 and older,14
180,2004,28.5475,-81.36222,2001 to 2010,0.18
6000,1868,47.11667,6.15,1950 and older,6
4500,1671,48.5,8,1950 and older,4.5
3400,1872,42.13333,12.93333,1950 and older,3.4
246,1928,58.88333,9.4,1950 and older,0.246
6510,1867,38.4,140.35,1950 and older,6.51
840,1896,38.6,-95.21667,1950 and older,0.84
4440,2003,12.9,0.08,2001 to 2010,4.44
1215.5,1986,30.18,-6.57717,1981 to 1990,1.2155
17000,2003,24.3,-13.1,2001 to 2010,17
20000,1998,37.60833,-8.28,1991 to 2000,20
121.5,1900,-18,16,1950 and older,0.1215
205,1856,43.4,-5.86667,1950 and older,0.205
3400,1881,21.05,-99.3,1950 and older,3.4
3858,1929,55.66667,25,1950 and older,3.858
515,1910,17.74333,120.45583,1950 and older,0.515
1430,1988,-23.11667,-65.1,1981 to 1990,1.43
18000,1914,43.48333,118.61667,1950 and older,18
135,1926,39.8,-91.5,1950 and older,0.135
682,1949,21.3,-157.78333,1950 and older,0.682
10500,1859,15.08333,120.7,1950 and older,10.5
2130,1938,8.06667,124.28333,1950 and older,2.13
408000,1930,36.06667,-90.5,1950 and older,408
2000,1967,-6.23333,-40.7,1961 to 1970,2
100000,1956,-19.13333,-51.66667,1951 to 1960,100
18000,2003,41.48472,-87.67917,2001 to 2010,18
77600,1857,9.23333,78.35,1950 and older,77.6
800,1942,26.2,85.4,1950 and older,0.8
5100,1933,36.21667,-103.4,1950 and older,5.1
4375,1969,20.93694,82.05,1961 to 1970,4.375
2121,1950,-19.53333,-48.56667,1950 and older,2.121
12,1922,38.13333,14.96667,1950 and older,0.012
37350,1935,23.15,91.18333,1950 and older,37.35
2968,1966,43.46667,25.51667,1961 to 1970,2.968
142.5,1938,52.3,77.03333,1950 and older,0.1425
40000,1826,48.53333,35.98333,1950 and older,40
2000,1882,52.03333,43,1950 and older,2
45760,1963,56.13333,-117.93333,1961 to 1970,45.76
117.8,1953,51.66667,9.25,1951 to 1960,0.1178
12570,1992,41.28333,-73.91667,1991 to 2000,12.57
70000,1946,30.125,-103.11667,1950 and older,70
165,1899,-10.66667,35.5,1950 and older,0.165
23474,1935,23.325,91,1950 and older,23.474
2,1830,56.4,-3.43333,1950 and older,0.002
66000,1933,56.63333,39.43333,1950 and older,66
3393,1933,55.5,66.08333,1950 and older,3.393
189,1995,14.052,0.42,1991 to 2000,0.189
1800,1855,35.3,-86.63333,1950 and older,1.8
57900,1901,40,-99.25,1950 and older,57.9
500,1887,11.25,108.58333,1950 and older,0.5
7800,1933,12,105.48333,1950 and older,7.8
11000,1941,15.71667,108.1,1950 and older,11
13.1,1968,44.24417,11.50222,1961 to 1970,0.013099999999999999
23250,1863,58.66667,25.73333,1950 and older,23.25
42000,1996,26.03472,73.94167,1991 to 2000,42
37,1881,-32.86667,18.71667,1950 and older,0.037
842,1882,25.8,88.45,1950 and older,0.842
1161,1884,29.58333,76,1950 and older,1.161
3760,1921,31.95,-83.51667,1950 and older,3.76
2085,1930,30.7,-96.11667,1950 and older,2.085
6913,2008,45.275,26.70972,2001 to 2010,6.913
39,1723,50.53333,14.11667,1950 and older,0.039
96,1868,11.58333,104.91667,1950 and older,0.096
3000,1819,50.93333,12.13333,1950 and older,3
350,1866,26.71667,82.66667,1950 and older,0.35
253.6,1942,66.34833,14.015,1950 and older,0.2536
157,1931,53.03639,-4.31944,1950 and older,0.157
71400,1998,34.175,-103.295,1991 to 2000,71.4
4500,1796,38.5,-8,1950 and older,4.5
665,1933,31.41667,118.5,1950 and older,0.665
2125,1932,48.3025,13.94083,1950 and older,2.125
5555,1959,49.66667,14.03333,1951 to 1960,5.555
900,1893,39.11667,-83.85,1950 and older,0.9
500,2007,39.35,-3.51667,2001 to 2010,0.5
560,1863,23.36667,75.18333,1950 and older,0.56
250000,1868,52.76667,21.26667,1950 and older,250
100,1811,13.33333,78.95,1950 and older,0.1
300000,1937,-29.03333,-53.05,1950 and older,300
1275,1982,32.08333,121.5,1981 to 1990,1.275
2600,1976,26.53333,106.46667,1971 to 1980,2.6
7000,1925,-30.11667,28.7,1950 and older,7
6045,1857,17.76667,95.18333,1950 and older,6.045
10750,1898,39,-0.66667,1950 and older,10.75
17450,1990,44.61667,126.13333,1981 to 1990,17.45
65,1851,46.6,0.25,1950 and older,0.065
5000,1957,-26.66667,-65.45,1951 to 1960,5
10200,1986,27.72528,76.465,1981 to 1990,10.2
67225,1983,28.225,70.2,1981 to 1990,67.225
9000,1878,52.98333,37.03333,1950 and older,9
3766,1940,26.45,82.9,1950 and older,3.766
100,1916,24.16667,87.76667,1950 and older,0.1
4682,1958,51.88333,6.93333,1951 to 1960,4.682
290.4,1917,23.98333,87.08333,1950 and older,0.2904
300,1899,19.86667,-100.81667,1950 and older,0.3
3224.5,1937,25.38333,72.01667,1950 and older,3.2245
4910,1919,38.2,115.7,1950 and older,4.91
6.1,1961,26.66667,50.15,1961 to 1970,0.0060999999999999995
24700,1740,43.5,26.53333,1950 and older,24.7
910,1880,52.2,17.98333,1950 and older,0.91
18.41,2007,38.13742,-119.75812,2001 to 2010,0.01841
17300,1947,42.475,-5.33333,1950 and older,17.3
10000,1919,-6.73333,111.36667,1950 and older,10
1000,1824,44.76667,11.28333,1950 and older,1
300,1925,-32.75,-65.28333,1950 and older,0.3
355,1916,38.66667,116.13333,1950 and older,0.355
7000,1933,48.6,45.66667,1950 and older,7
1,1965,51.33333,-118.95,1961 to 1970,0.001
3332,1929,28.2,76.66667,1950 and older,3.332
668,1903,35.03333,-83.03333,1950 and older,0.668
20000,1948,-44.11667,-66.15,1950 and older,20
90000,1918,46.88333,-102.31667,1950 and older,90
1900,1980,31.25,-99.03333,1971 to 1980,1.9
1800,1828,37.46667,-77.5,1950 and older,1.8
1310,1934,-26.1,-49.8,1950 and older,1.31
103.3,1490,45.48333,9.51667,1950 and older,0.1033
340,1876,41.08333,-86.28333,1950 and older,0.34
1641,1895,-23.38333,150.51667,1950 and older,1.641
400,1871,42.3,0.55,1950 and older,0.4
2900,1775,50.35,10.8,1950 and older,2.9
10600,1921,44.51667,-83.95,1950 and older,10.6
3500,1876,52.76667,-2.51667,1950 and older,3.5
465.5,1976,-1.45,29.83333,1971 to 1980,0.4655
67,1934,0.26667,36.53333,1950 and older,0.067
6000,1949,-10.26667,38.76667,1950 and older,6
13000,1914,51.13333,34.5,1950 and older,13
1250,1855,27.43333,82.08333,1950 and older,1.25
478,1999,23.08333,91.66667,1991 to 2000,0.478
14000,1914,43.73333,1.38333,1950 and older,14
271000,1966,45.3,0.23333,1961 to 1970,271
4180,1913,35.66667,136.3,1950 and older,4.18
61.4,1981,44.97917,-122.96944,1981 to 1990,0.061399999999999996
9000,1798,46.05,4.63333,1950 and older,9
43,1985,52.75,11.05,1981 to 1990,0.043
2462,1921,25.66667,74.86667,1950 and older,2.462
56,1973,33.48472,-117.6625,1971 to 1980,0.056
237,2002,43.66667,13,2001 to 2010,0.237
282,1956,-31.01667,-71.4,1951 to 1960,0.282
460,1968,19.76667,-100.65,1961 to 1970,0.46
400,1873,-29.2,-51.86667,1950 and older,0.4
60,1939,24.16667,-99.33333,1950 and older,0.06
5500,1924,-33.9,-61.7,1950 and older,5.5
4000,2008,-31.535556,-68.489444,2001 to 2010,4
927,1962,-20.81,-49.38056,1961 to 1970,0.927
200000,1918,52.55,46.55,1950 and older,200
695,1688,34.71667,137.78333,1950 and older,0.695
4000,1868,43.15,-0.85,1950 and older,4
2500,1894,47.21667,29.86667,1950 and older,2.5
430,1986,35.86667,139.4,1981 to 1990,0.43
412,1934,49.23333,17.56667,1950 and older,0.412
7000,1715,53.35,15.05,1950 and older,7
283.3,1968,42.86083,-73.95028,1961 to 1970,0.2833
8000,1846,48.11667,10.46667,1950 and older,8
5400,1871,44.36667,-69.2,1950 and older,5.4
240,1917,38.3,27.13333,1950 and older,0.24
6930,1853,26.75,84.78333,1950 and older,6.93
1590,1939,-7.23333,107.33333,1950 and older,1.59
150,1947,22.83333,4.98333,1950 and older,0.15
691,1940,22.25,79,1950 and older,0.691
4000,1773,41.71667,-0.05,1950 and older,4
866,1993,39.43833,140.51167,1991 to 2000,0.866
20000,1966,21.68389,79.50083,1961 to 1970,20
8500,1818,41.05,23.56667,1950 and older,8.5
1800,1923,-8.38333,-36.76667,1950 and older,1.8
350,1908,-19.46667,-44.21667,1950 and older,0.35
180,1862,37.41667,-6,1950 and older,0.18
101000,1874,50.61667,36.6,1950 and older,101
7000,1989,34.75,10.71667,1981 to 1990,7
4000,1850,23.1,87.3,1950 and older,4
1265,1921,37.83333,-76.7,1950 and older,1.265
18600,1904,44.05,-80.16667,1950 and older,18.6
5000,1865,24.55,84.83333,1950 and older,5
605,1976,33.65,120.06667,1971 to 1980,0.605
3679.7,1921,25.85,87.5775,1950 and older,3.6797
3900,1971,43.5,125.66667,1971 to 1980,3.9
5000,1912,33.71667,74.83333,1950 and older,5
3200,1863,24.33333,90.16667,1950 and older,3.2
3700,1794,43.11667,11.6,1950 and older,3.7
23000000,1947,46.16,134.65333,1950 and older,23000
1710,1995,20.93333,-101.38333,1991 to 2000,1.71
0.15,1917,44.11667,27.26667,1950 and older,1.5e-4
1222,1920,49.98333,7.53333,1950 and older,1.222
1455,1916,30.9,32.48333,1950 and older,1.455
8400,1901,26.21667,69.55,1950 and older,8.4
2000,1956,39.3,9.2,1951 to 1960,2
4100,1933,42.58333,-103.66667,1950 and older,4.1
1600,1875,20.91667,82.58333,1950 and older,1.6
40000,1989,39.82467,36.13583,1981 to 1990,40
630,1989,32.43333,119.86667,1981 to 1990,0.63
850,1848,59.73333,10.86667,1950 and older,0.85
1708,1868,45.68333,15.6,1950 and older,1.708
2750,1818,55,35,1950 and older,2.75
72.9,1960,27.13333,84.06667,1951 to 1960,0.0729
80000,1877,43.66667,21.86667,1950 and older,80
54,1860,47.36667,1.73333,1950 and older,0.054
1066,2011,54.00883,22.005,2011 to current day,1.066
17100,1866,35.16667,135.33333,1950 and older,17.1
36900,1993,45.25,125,1991 to 2000,36.9
958,1927,44.41667,23.5,1950 and older,0.958
2050,1945,1.7,33.63333,1950 and older,2.05
360,1883,44.75,0.05,1950 and older,0.36
5500,1841,46.95,-1.5,1950 and older,5.5
700,1855,51.05,3.75,1950 and older,0.7
4000,1890,48.01667,-1.15,1950 and older,4
1000,1950,38.7,-90.23333,1950 and older,1
13780,1903,-32.01667,27.41667,1950 and older,13.78
24.3,1919,38.16667,-76.38333,1950 and older,0.024300000000000002
8300,1866,48.45,3.93333,1950 and older,8.3
17000,1910,61.65,27.2,1950 and older,17
134.3,1959,43.43333,2.95,1951 to 1960,0.1343
34000,1876,59.93333,14.95,1950 and older,34
52000,1808,49.28333,15.56667,1950 and older,52
1500,1857,45.05,41.98333,1950 and older,1.5
4960,1962,50.76667,3,1961 to 1970,4.96
325000,1990,53.66667,55.98333,1981 to 1990,325
50,1974,41.2,-73.13333,1971 to 1980,0.05
13400,1917,56.58333,-3.25,1950 and older,13.4
10400,1623,50.38333,-3.95,1950 and older,10.4
25400,1994,45.96861,-72.97806,1991 to 2000,25.4
3500,1924,36.48333,-90.66667,1950 and older,3.5
815.3,1969,50.53806,16.26333,1961 to 1970,0.8152999999999999
260000,1986,31.61667,113.46667,1981 to 1990,260
110000,2008,12.66667,78.03333,2001 to 2010,110
1710.5,1916,25.93333,84.28333,1950 and older,1.7105
637,1935,44.86667,133.16667,1950 and older,0.637
7235,1865,26.71667,84.21667,1950 and older,7.235
992.5,2012,38.80389,-120.90806,2011 to current day,0.9925
5560,1954,33.18836,-86.2945,1951 to 1960,5.56
7540,1753,49.4,14.65,1950 and older,7.54
9000,1867,36.18333,5.41667,1950 and older,9
10000,2000,59.70444,-134.20139,1991 to 2000,10
1000,1991,34.72,137.305,1991 to 2000,1
720,1880,35.38333,134.9,1950 and older,0.72
10500,1975,-7.75,112.76667,1971 to 1980,10.5
100000,2008,31.16333,-7.015,2001 to 2010,100
905,1918,35.43333,136.23333,1950 and older,0.905
3850,1965,45.4,122.9,1961 to 1970,3.85
12000,1931,32.95,10.41667,1950 and older,12
2500,1967,19.38333,43.73333,1961 to 1970,2.5
6000,1929,35.13333,44.45,1950 and older,6
21000,1937,46.71667,23.5,1950 and older,21
160000,1879,-25.73333,142.95,1950 and older,160
28500,1872,58.03333,26.95,1950 and older,28.5
342,1950,33.4,70.6,1950 and older,0.342
14200,2011,-1.00278,37.15028,2011 to current day,14.2
45300,2002,-29.33333,27.58333,2001 to 2010,45.3
2232,1986,32.94667,118.99,1981 to 1990,2.232
28000,1878,49.6,17.11667,1950 and older,28
74800,1927,38.2,-89.68333,1950 and older,74.8
3000,1970,14.25,1.53333,1961 to 1970,3
65500,1807,54.5,35.2,1950 and older,65.5
230,1934,13.63333,79.41667,1950 and older,0.23
7000,2011,29.48195,-7.61123,2011 to current day,7
20000,1869,-7.08333,111.53333,1950 and older,20
16500,1922,-6.66667,106.58333,1950 and older,16.5
600,1905,47.85,34.76667,1950 and older,0.6
900,1879,20.16667,-105.21667,1950 and older,0.9
600,1916,34.5,133.75,1950 and older,0.6
27.5,1984,38.36667,140.86556,1981 to 1990,0.0275
7.7,1911,24.65,76.86667,1950 and older,0.0077
977,1988,45.06667,7.66667,1981 to 1990,0.977
259.1,1944,42.06667,-104.16667,1950 and older,0.2591
1030,1812,43.6,1.4,1950 and older,1.03
2000,1824,51.73333,102.53333,1950 and older,2
14500,1863,50.78333,4.76667,1950 and older,14.5
1250,1988,52.21667,13.16667,1981 to 1990,1.25
11800,1856,45.46667,10,1950 and older,11.8
63000,1916,50.91667,9.18333,1950 and older,63
357.4,1950,58.47333,8.86667,1950 and older,0.3574
1020,1917,32.16667,-95.1,1950 and older,1.02
640,1927,61.3,12.3,1950 and older,0.64
800,1996,36.06333,140.145,1991 to 2000,0.8
13100,1921,9.66667,105.66667,1950 and older,13.1
10000,1967,45.46667,105.38333,1961 to 1970,10
89.3,1996,45.34583,-92.05167,1991 to 2000,0.08929999999999999
30000,1975,21.66667,-103.36667,1971 to 1980,30
19860,1884,60,5.61667,1950 and older,19.86
750,1903,57.16667,65.53333,1950 and older,0.75
40000,1903,-19.81667,-48.78333,1950 and older,40
4590,1970,11.05,-69.85,1961 to 1970,4.59
1000,1989,41.76667,62.51667,1981 to 1990,1
103000,1927,7.95,8.08333,1950 and older,103
710,1840,51.65,5.61667,1950 and older,0.71
3600,1866,13.48333,74.78333,1950 and older,3.6
189.2,1957,-4.26667,35.35,1951 to 1960,0.18919999999999998
76.5,1926,46.93333,7.21667,1950 and older,0.0765
100,1822,30.33333,76.33333,1950 and older,0.1
1700,1966,13.46667,31.21667,1961 to 1970,1.7
113.4,1986,66.13889,124.76667,1981 to 1990,0.1134
1000,1924,34.8,127,1950 and older,1
1500,1926,34.48333,133.28333,1950 and older,1.5
1269,1963,49.975,16.375,1961 to 1970,1.269
9700,1843,52.11667,5.18333,1950 and older,9.7
3422,1928,47.11667,7.55,1950 and older,3.422
40,1668,45.41667,11.13333,1950 and older,0.04
2799,1944,11.98333,79.75,1950 and older,2.799
1004,1903,44.86667,9.15,1950 and older,1.004
50000,1972,9.31667,-70.62833,1971 to 1980,50
2500,2010,-20.85001,-41.73356,2001 to 2010,2.5
1932,1876,46.15,32.83333,1950 and older,1.932
